"Ionic radius ","Temperature","Frequency","Re(Z)","Img(Z)"
"2.06E-10","75","3.98E+4","5.98E+3","1.27E+4"
"2.06E-10","75","3.63E+4","6.55E+3","1.37E+4"
"2.06E-10","75","3.31E+4","7.26E+3","1.47E+4"
"2.06E-10","75","3.02E+4","8.05E+3","1.59E+4"
"2.06E-10","75","2.75E+4","8.94E+3","1.70E+4"
"2.06E-10","75","2.51E+4","9.99E+3","1.82E+4"
"2.06E-10","75","2.29E+4","1.12E+4","1.94E+4"
"2.06E-10","75","2.09E+4","1.25E+4","2.06E+4"
"2.06E-10","75","1.91E+4","1.40E+4","2.18E+4"
"2.06E-10","75","1.74E+4","1.57E+4","2.30E+4"
"2.06E-10","75","1.58E+4","1.75E+4","2.41E+4"
"2.06E-10","75","1.45E+4","1.95E+4","2.50E+4"
"2.06E-10","75","1.32E+4","2.18E+4","2.58E+4"
"2.06E-10","75","1.20E+4","2.40E+4","2.66E+4"
"2.06E-10","75","1.10E+4","2.64E+4","2.71E+4"
"2.06E-10","75","1.00E+4","2.88E+4","2.74E+4"
"2.06E-10","75","9.12E+3","3.14E+4","2.74E+4"
"2.06E-10","75","8.32E+3","3.58E+4","2.73E+4"
"2.06E-10","75","7.59E+3","3.83E+4","2.68E+4"
"2.06E-10","75","6.92E+3","4.06E+4","2.61E+4"
"2.06E-10","75","6.31E+3","4.28E+4","2.52E+4"
"2.06E-10","75","5.75E+3","4.48E+4","2.42E+4"
"2.06E-10","75","5.25E+3","4.66E+4","2.31E+4"
"2.06E-10","75","4.79E+3","4.85E+4","2.18E+4"
"2.06E-10","75","4.37E+3","4.99E+4","2.06E+4"
"2.06E-10","75","3.98E+3","5.13E+4","1.93E+4"
"2.06E-10","75","3.63E+3","5.26E+4","1.80E+4"
"2.06E-10","75","3.31E+3","5.36E+4","1.68E+4"
"2.06E-10","75","3.02E+3","5.45E+4","1.56E+4"
"2.06E-10","75","2.75E+3","5.54E+4","1.44E+4"
"2.06E-10","75","2.51E+3","5.61E+4","1.32E+4"
"2.06E-10","75","2.29E+3","5.67E+4","1.22E+4"
"2.06E-10","75","2.09E+3","5.72E+4","1.12E+4"
"2.06E-10","75","1.91E+3","5.76E+4","1.03E+4"
"2.06E-10","75","1.74E+3","5.80E+4","9.38E+3"
"2.06E-10","75","1.58E+3","5.83E+4","8.48E+3"
"2.06E-10","75","1.45E+3","5.86E+4","7.79E+3"
"2.06E-10","75","1.32E+3","5.88E+4","7.04E+3"
"2.06E-10","75","1.20E+3","5.91E+4","6.40E+3"
"2.06E-10","75","1.10E+3","5.92E+4","5.75E+3"
"2.06E-10","75","1.00E+3","5.93E+4","5.29E+3"
"2.06E-10","75","9.12E+2","5.94E+4","4.72E+3"
"2.06E-10","75","8.32E+2","5.95E+4","4.27E+3"
"2.06E-10","75","7.59E+2","5.96E+4","3.87E+3"
"2.06E-10","75","6.92E+2","5.97E+4","3.44E+3"
"2.06E-10","75","6.31E+2","5.97E+4","3.11E+3"
"2.06E-10","75","5.75E+2","5.98E+4","2.77E+3"
"2.06E-10","75","5.25E+2","5.98E+4","2.50E+3"
"2.06E-10","75","4.79E+2","5.99E+4","2.21E+3"
"2.06E-10","75","4.37E+2","5.99E+4","1.97E+3"
"2.06E-10","75","3.98E+2","5.99E+4","1.78E+3"
"2.06E-10","75","3.63E+2","6.00E+4","1.60E+3"
"2.06E-10","75","3.31E+2","5.99E+4","1.41E+3"
"2.06E-10","75","3.02E+2","5.99E+4","1.28E+3"
"2.06E-10","75","2.75E+2","6.00E+4","1.11E+3"
"2.06E-10","75","2.51E+2","6.00E+4","1.02E+3"
"2.06E-10","75","2.29E+2","6.00E+4","9.03E+2"
"2.06E-10","75","2.09E+2","6.01E+4","8.30E+2"
"2.06E-10","75","1.91E+2","6.01E+4","7.64E+2"
"2.06E-10","75","1.74E+2","6.00E+4","6.73E+2"
"2.06E-10","75","1.58E+2","6.02E+4","6.21E+2"
"2.06E-10","75","1.45E+2","6.02E+4","5.70E+2"
"2.06E-10","75","1.32E+2","6.02E+4","5.89E+2"
"2.06E-10","75","1.20E+2","6.02E+4","5.79E+2"
"2.06E-10","75","1.10E+2","6.01E+4","5.77E+2"
"2.06E-10","75","1.00E+2","6.02E+4","5.86E+2"
"2.06E-10","75","9.12E+1","6.03E+4","6.22E+2"
"2.06E-10","75","8.32E+1","6.03E+4","6.49E+2"
"2.06E-10","75","7.59E+1","6.03E+4","6.42E+2"
"2.06E-10","75","6.92E+1","6.04E+4","7.45E+2"
"2.06E-10","75","6.31E+1","6.04E+4","7.94E+2"
"2.06E-10","75","5.75E+1","6.03E+4","6.55E+2"
"2.06E-10","75","5.25E+1","6.07E+4","1.69E+3"
"2.06E-10","75","4.79E+1","6.03E+4","4.14E+2"
"2.06E-10","75","4.37E+1","6.05E+4","1.07E+3"
"2.06E-10","75","3.98E+1","6.06E+4","1.14E+3"
"2.06E-10","75","3.63E+1","6.06E+4","1.35E+3"
"2.06E-10","75","3.31E+1","6.07E+4","1.32E+3"
"2.06E-10","75","3.02E+1","6.08E+4","1.48E+3"
"2.06E-10","75","2.75E+1","6.09E+4","1.58E+3"
"2.06E-10","75","2.51E+1","6.10E+4","1.79E+3"
"2.06E-10","75","2.29E+1","6.11E+4","1.86E+3"
"2.06E-10","75","2.09E+1","6.11E+4","2.01E+3"
"2.06E-10","75","1.91E+1","6.13E+4","2.20E+3"
"2.06E-10","75","1.74E+1","6.13E+4","2.38E+3"
"2.06E-10","75","1.58E+1","6.15E+4","2.55E+3"
"2.06E-10","75","1.45E+1","6.17E+4","2.79E+3"
"2.06E-10","75","1.32E+1","6.17E+4","2.93E+3"
"2.06E-10","75","1.20E+1","6.19E+4","3.20E+3"
"2.06E-10","75","1.10E+1","6.21E+4","3.41E+3"
"2.06E-10","75","1.00E+1","6.23E+4","3.67E+3"
"2.06E-10","75","9.12E+0","6.25E+4","3.96E+3"
"2.06E-10","75","8.32E+0","6.26E+4","4.25E+3"
"2.06E-10","75","7.59E+0","6.29E+4","4.46E+3"
"2.06E-10","75","6.92E+0","6.32E+4","4.80E+3"
"2.06E-10","75","6.31E+0","6.35E+4","5.11E+3"
"2.06E-10","75","5.75E+0","6.37E+4","5.45E+3"
"2.06E-10","75","5.25E+0","6.41E+4","5.77E+3"
"2.06E-10","75","4.79E+0","6.44E+4","6.14E+3"
"2.06E-10","75","4.37E+0","6.47E+4","6.44E+3"
"2.06E-10","75","3.98E+0","6.51E+4","6.85E+3"
"2.06E-10","75","3.63E+0","6.56E+4","7.20E+3"
"2.06E-10","75","3.31E+0","6.61E+4","7.62E+3"
"2.06E-10","75","3.02E+0","6.66E+4","7.99E+3"
"2.06E-10","75","2.75E+0","6.71E+4","8.39E+3"
"2.06E-10","75","2.51E+0","6.77E+4","8.85E+3"
"2.06E-10","75","2.29E+0","6.83E+4","9.26E+3"
"2.06E-10","75","2.09E+0","6.89E+4","9.66E+3"
"2.06E-10","75","1.91E+0","6.96E+4","1.01E+4"
"2.06E-10","75","1.74E+0","7.04E+4","1.04E+4"
"2.06E-10","75","1.58E+0","7.11E+4","1.09E+4"
"2.06E-10","75","1.45E+0","7.20E+4","1.13E+4"
"2.06E-10","75","1.32E+0","7.28E+4","1.17E+4"
"2.06E-10","75","1.20E+0","7.36E+4","1.21E+4"
"2.06E-10","75","1.10E+0","7.46E+4","1.25E+4"
"2.06E-10","75","1.00E+0","7.55E+4","1.30E+4"
"2.06E-10","80","1.00E+6","1.72E+3","8.25E+2"
"2.06E-10","80","9.12E+5","1.74E+3","8.72E+2"
"2.06E-10","80","8.32E+5","1.76E+3","9.22E+2"
"2.06E-10","80","7.59E+5","1.78E+3","9.85E+2"
"2.06E-10","80","6.92E+5","1.81E+3","1.04E+3"
"2.06E-10","80","6.31E+5","1.82E+3","1.11E+3"
"2.06E-10","80","5.75E+5","1.84E+3","1.19E+3"
"2.06E-10","80","5.25E+5","1.87E+3","1.27E+3"
"2.06E-10","80","4.79E+5","1.89E+3","1.36E+3"
"2.06E-10","80","4.37E+5","1.91E+3","1.46E+3"
"2.06E-10","80","3.98E+5","1.93E+3","1.57E+3"
"2.06E-10","80","3.63E+5","1.95E+3","1.69E+3"
"2.06E-10","80","3.31E+5","1.97E+3","1.82E+3"
"2.06E-10","80","3.02E+5","2.00E+3","1.96E+3"
"2.06E-10","80","2.75E+5","2.03E+3","2.13E+3"
"2.06E-10","80","2.51E+5","2.05E+3","2.30E+3"
"2.06E-10","80","2.29E+5","2.08E+3","2.50E+3"
"2.06E-10","80","2.09E+5","2.12E+3","2.71E+3"
"2.06E-10","80","1.91E+5","2.15E+3","2.94E+3"
"2.06E-10","80","1.74E+5","2.19E+3","3.20E+3"
"2.06E-10","80","1.58E+5","2.25E+3","3.48E+3"
"2.06E-10","80","1.45E+5","2.31E+3","3.79E+3"
"2.06E-10","80","1.32E+5","2.37E+3","4.13E+3"
"2.06E-10","80","1.20E+5","2.44E+3","4.50E+3"
"2.06E-10","80","1.10E+5","2.78E+3","5.05E+3"
"2.06E-10","80","1.00E+5","2.90E+3","5.49E+3"
"2.06E-10","80","9.12E+4","3.05E+3","5.97E+3"
"2.06E-10","80","8.32E+4","3.21E+3","6.48E+3"
"2.06E-10","80","7.59E+4","3.39E+3","7.04E+3"
"2.06E-10","80","6.92E+4","3.61E+3","7.65E+3"
"2.06E-10","80","6.31E+4","3.86E+3","8.31E+3"
"2.06E-10","80","5.75E+4","4.15E+3","9.01E+3"
"2.06E-10","80","5.25E+4","4.47E+3","9.76E+3"
"2.06E-10","80","4.79E+4","4.86E+3","1.06E+4"
"2.06E-10","80","4.37E+4","5.31E+3","1.14E+4"
"2.06E-10","80","3.98E+4","5.83E+3","1.24E+4"
"2.06E-10","80","3.63E+4","6.43E+3","1.33E+4"
"2.06E-10","80","3.31E+4","7.14E+3","1.44E+4"
"2.06E-10","80","3.02E+4","7.94E+3","1.54E+4"
"2.06E-10","80","2.75E+4","8.86E+3","1.66E+4"
"2.06E-10","80","2.51E+4","9.91E+3","1.77E+4"
"2.06E-10","80","2.29E+4","1.11E+4","1.88E+4"
"2.06E-10","80","2.09E+4","1.25E+4","1.99E+4"
"2.06E-10","80","1.91E+4","1.39E+4","2.10E+4"
"2.06E-10","80","1.74E+4","1.56E+4","2.21E+4"
"2.06E-10","80","1.58E+4","1.74E+4","2.31E+4"
"2.06E-10","80","1.45E+4","1.93E+4","2.39E+4"
"2.06E-10","80","1.32E+4","2.14E+4","2.46E+4"
"2.06E-10","80","1.20E+4","2.36E+4","2.51E+4"
"2.06E-10","80","1.10E+4","2.59E+4","2.55E+4"
"2.06E-10","80","1.00E+4","2.83E+4","2.57E+4"
"2.06E-10","80","9.12E+3","3.06E+4","2.57E+4"
"2.06E-10","80","8.32E+3","3.30E+4","2.54E+4"
"2.06E-10","80","7.59E+3","3.71E+4","2.48E+4"
"2.06E-10","80","6.92E+3","3.92E+4","2.41E+4"
"2.06E-10","80","6.31E+3","4.13E+4","2.32E+4"
"2.06E-10","80","5.75E+3","4.30E+4","2.22E+4"
"2.06E-10","80","5.25E+3","4.48E+4","2.11E+4"
"2.06E-10","80","4.79E+3","4.63E+4","1.99E+4"
"2.06E-10","80","4.37E+3","4.78E+4","1.85E+4"
"2.06E-10","80","3.98E+3","4.89E+4","1.75E+4"
"2.06E-10","80","3.63E+3","5.00E+4","1.63E+4"
"2.06E-10","80","3.31E+3","5.09E+4","1.51E+4"
"2.06E-10","80","3.02E+3","5.18E+4","1.40E+4"
"2.06E-10","80","2.75E+3","5.24E+4","1.29E+4"
"2.06E-10","80","2.51E+3","5.31E+4","1.19E+4"
"2.06E-10","80","2.29E+3","5.36E+4","1.08E+4"
"2.06E-10","80","2.09E+3","5.40E+4","9.94E+3"
"2.06E-10","80","1.91E+3","5.44E+4","9.10E+3"
"2.06E-10","80","1.74E+3","5.48E+4","8.27E+3"
"2.06E-10","80","1.58E+3","5.50E+4","7.51E+3"
"2.06E-10","80","1.45E+3","5.53E+4","6.82E+3"
"2.06E-10","80","1.32E+3","5.55E+4","6.18E+3"
"2.06E-10","80","1.20E+3","5.57E+4","5.65E+3"
"2.06E-10","80","1.10E+3","5.58E+4","4.99E+3"
"2.06E-10","80","1.00E+3","5.59E+4","4.53E+3"
"2.06E-10","80","9.12E+2","5.60E+4","4.07E+3"
"2.06E-10","80","8.32E+2","5.61E+4","3.62E+3"
"2.06E-10","80","7.59E+2","5.61E+4","3.28E+3"
"2.06E-10","80","6.92E+2","5.62E+4","2.92E+3"
"2.06E-10","80","6.31E+2","5.63E+4","2.64E+3"
"2.06E-10","80","5.75E+2","5.64E+4","2.31E+3"
"2.06E-10","80","5.25E+2","5.63E+4","2.06E+3"
"2.06E-10","80","4.79E+2","5.64E+4","1.83E+3"
"2.06E-10","80","4.37E+2","5.64E+4","1.62E+3"
"2.06E-10","80","3.98E+2","5.64E+4","1.43E+3"
"2.06E-10","80","3.63E+2","5.65E+4","1.25E+3"
"2.06E-10","80","3.31E+2","5.65E+4","1.10E+3"
"2.06E-10","80","3.02E+2","5.65E+4","9.92E+2"
"2.06E-10","80","2.75E+2","5.65E+4","8.62E+2"
"2.06E-10","80","2.51E+2","5.66E+4","7.53E+2"
"2.06E-10","80","2.29E+2","5.65E+4","6.72E+2"
"2.06E-10","80","2.09E+2","5.65E+4","6.04E+2"
"2.06E-10","80","1.91E+2","5.65E+4","5.41E+2"
"2.06E-10","80","1.74E+2","5.65E+4","4.88E+2"
"2.06E-10","80","1.58E+2","5.66E+4","4.50E+2"
"2.06E-10","80","1.45E+2","5.66E+4","4.20E+2"
"2.06E-10","80","1.32E+2","5.66E+4","4.10E+2"
"2.06E-10","80","1.20E+2","5.66E+4","4.06E+2"
"2.06E-10","80","1.10E+2","5.66E+4","4.14E+2"
"2.06E-10","80","1.00E+2","5.66E+4","4.55E+2"
"2.06E-10","80","9.12E+1","5.66E+4","4.83E+2"
"2.06E-10","80","8.32E+1","5.67E+4","4.91E+2"
"2.06E-10","80","7.59E+1","5.67E+4","5.44E+2"
"2.06E-10","80","6.92E+1","5.67E+4","6.02E+2"
"2.06E-10","80","6.31E+1","5.68E+4","6.04E+2"
"2.06E-10","80","5.75E+1","5.69E+4","8.63E+2"
"2.06E-10","80","5.25E+1","5.75E+4","1.97E+2"
"2.06E-10","80","4.79E+1","5.66E+4","1.03E+3"
"2.06E-10","80","4.37E+1","5.71E+4","1.03E+3"
"2.06E-10","80","3.98E+1","5.71E+4","1.06E+3"
"2.06E-10","80","3.63E+1","5.72E+4","1.29E+3"
"2.06E-10","80","3.31E+1","5.72E+4","1.23E+3"
"2.06E-10","80","3.02E+1","5.73E+4","1.38E+3"
"2.06E-10","80","2.75E+1","5.74E+4","1.51E+3"
"2.06E-10","80","2.51E+1","5.75E+4","1.68E+3"
"2.06E-10","80","2.29E+1","5.77E+4","1.82E+3"
"2.06E-10","80","2.09E+1","5.78E+4","1.93E+3"
"2.06E-10","80","1.91E+1","5.79E+4","2.15E+3"
"2.06E-10","80","1.74E+1","5.80E+4","2.33E+3"
"2.06E-10","80","1.58E+1","5.81E+4","2.51E+3"
"2.06E-10","80","1.45E+1","5.83E+4","2.69E+3"
"2.06E-10","80","1.32E+1","5.84E+4","2.89E+3"
"2.06E-10","80","1.20E+1","5.86E+4","3.13E+3"
"2.06E-10","80","1.10E+1","5.87E+4","3.35E+3"
"2.06E-10","80","1.00E+1","5.89E+4","3.60E+3"
"2.06E-10","80","9.12E+0","5.92E+4","3.84E+3"
"2.06E-10","80","8.32E+0","5.94E+4","4.09E+3"
"2.06E-10","80","7.59E+0","5.96E+4","4.37E+3"
"2.06E-10","80","6.92E+0","5.98E+4","4.66E+3"
"2.06E-10","80","6.31E+0","6.02E+4","4.93E+3"
"2.06E-10","80","5.75E+0","6.05E+4","5.24E+3"
"2.06E-10","80","5.25E+0","6.08E+4","5.58E+3"
"2.06E-10","80","4.79E+0","6.12E+4","5.91E+3"
"2.06E-10","80","4.37E+0","6.16E+4","6.25E+3"
"2.06E-10","80","3.98E+0","6.20E+4","6.58E+3"
"2.06E-10","80","3.63E+0","6.24E+4","6.91E+3"
"2.06E-10","80","3.31E+0","6.29E+4","7.33E+3"
"2.06E-10","80","3.02E+0","6.34E+4","7.67E+3"
"2.06E-10","80","2.75E+0","6.39E+4","8.08E+3"
"2.06E-10","80","2.51E+0","6.44E+4","8.40E+3"
"2.06E-10","80","2.29E+0","6.50E+4","8.82E+3"
"2.06E-10","80","2.09E+0","6.57E+4","9.29E+3"
"2.06E-10","80","1.91E+0","6.64E+4","9.65E+3"
"2.06E-10","80","1.74E+0","6.70E+4","1.00E+4"
